cod_trd;nom_asun;num_docu;fec_inic;fec_fina;num_carp;num_tomo;num_caja;num_inte;num_foli;ban_digi;fre_cons;nom_digi;nom_arch;fec_crea;num_pagi;tam_arch;sof_capt;ver_arch;res_arch;idi_arch;ent_arch;obs_gen1;obs_gen2;obs_gen3;obs_gen4;FEC_TRAN;NUM_TRAN;gen_sopo;cod_bode;num_orde
Codigo TRD;Asunto;Numero Documento;Fecha Inicial;Fecha Final;Carpeta;Tomo;Caja;Otro;No. Folios;Digitalizado;Frecuencia Consulta;Digitalizador;Nombre Archivo;Fecha Creacion;Numero Paginas;Tamaño archivo;Software de Captura;Versión Archivo;Resolucion;Idioma Archivo;;NOTAS;OBS GEN 2;OBS GEN 3;OBS GEN 4;Fecha Transferencia;Numero Transferencia;Soporte;Consecutivo Bodega;Numero Orden
